User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Late_Night_Usage,Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Notifications_per_Day,Dominant_Emotion
440,,Non-binary,Facebook,100,74,2,22,12,25,159,Anxiety
441,31,Male,LinkedIn,45,35,1,9,4,10,183,Sadness
442,25,Female,Instagram,150,95,,90,26,30,74,Happiness
443,29,,Twitter,95,35,4,50,,22,89,Anger
444,23,Non-binary,,105,5,2,25,12,18,145,Neutral
445,35,Female,LinkedIn,,9,1,15,7,14,119,Boredom
446,30,Male,Instagram,175,90,7,100,33,38,176,Happiness
447,21,Female,Twitter,90,65,3,37,14,20,48,Sadness
448,26,,Facebook,75,35,2,30,12,18,234,Anxiety
449,32,Male,Instagram,130,30,5,80,28,31,34,Neutral
450,28,Female,LinkedIn,55,20,1,12,6,10,164,Boredom
451,27,Male,,165,163,6,85,30,,13,Happiness
452,24,Female,Twitter,75,6,3,33,18,19,193,Anger
453,29,,Facebook,85,70,2,27,9,20,94,Neutral
454,33,Female,Instagram,145,75,4,65,23,35,28,Sadness
455,31,Male,LinkedIn,60,168,1,15,7,17,90,Anxiety
456,22,Female,Whatsapp,70,55,2,42,10,21,156,Anxiety
457,25,Male,Telegram,90,40,3,22,11,22,67,Boredom
458,29,Non-binary,Snapchat,50,35,2,18,7,18,192,Sadness
459,28,,Twitter,95,70,4,48,22,25,127,Happiness
460,,Male,Facebook,60,35,1,12,5,15,100,Boredom
461,30,,Instagram,,202,6,72,30,33,237,Happiness
462,23,Male,Whatsapp,70,0,3,,10,18,150,Anger
463,34,Non-binary,Telegram,80,45,2,21,8,20,124,Neutral
464,26,Female,Snapchat,120,103,4,55,18,,50,Anxiety
465,25,Male,Twitter,90,32,6,42,14,26,234,Sadness
466,29,Non-binary,Facebook,60,49,1,12,4,12,85,Boredom
467,28,Male,Instagram,165,100,5,78,23,35,192,Happiness
468,31,Female,Whatsapp,65,30,2,27,10,20,214,Neutral
469,27,,Telegram,105,35,3,48,20,28,104,Anxiety
470,22,Non-binary,Snapchat,75,67,,,8,20,57,Sadness
471,24,Female,Instagram,140,33,4,65,22,30,16,Happiness
472,35,Male,Twitter,70,0,1,13,8,,44,Boredom
473,21,Non-binary,Facebook,55,45,3,17,7,12,219,Neutral
474,29,Female,Whatsapp,90,60,2,24,12,22,17,Anger
475,,Male,Telegram,80,44,4,30,13,25,40,Neutral
476,28,Non-binary,Snapchat,115,108,3,38,18,27,241,Anxiety
477,32,Female,Instagram,155,85,6,75,25,,36,Happiness
478,26,Male,Twitter,75,60,2,23,12,18,14,Sadness
479,33,,,65,40,1,13,7,,61,Anxiety
480,27,Female,Whatsapp,90,64,4,37,18,20,81,Neutral
481,31,Male,Telegram,50,33,2,20,10,12,30,Sadness
482,24,Non-binary,Snapchat,85,82,3,33,,18,39,Happiness
483,34,Female,Instagram,120,94,5,60,25,25,72,Anger
484,22,Male,Twitter,70,31,1,22,,22,63,Neutral
485,29,Non-binary,Facebook,75,30,2,20,8,20,59,Boredom
486,28,Female,Whatsapp,100,33,4,37,14,26,123,Anxiety
487,31,Male,Telegram,85,40,3,45,,28,237,Sadness
488,21,Non-binary,Snapchat,60,30,1,18,7,12,192,Neutral
489,25,Female,Instagram,170,159,6,83,30,33,153,Happiness
490,30,,Twitter,70,41,2,30,12,20,226,Anxiety
491,27,Non-binary,Facebook,50,53,1,10,4,10,191,Boredom
492,32,Female,Whatsapp,105,21,,55,25,25,152,Anger
493,24,,Telegram,75,50,3,37,16,22,56,Neutral
494,29,Female,Snapchat,95,64,2,,10,28,91,Sadness
495,26,Male,Instagram,150,88,5,70,25,30,65,Anxiety
496,33,Non-binary,Twitter,85,64,4,35,18,,111,Boredom
497,22,Female,,70,55,1,14,6,10,19,Neutral
498,35,Male,Whatsapp,110,33,3,50,25,25,56,Happiness
499,28,Non-binary,,60,56,2,18,8,18,44,Anger
500,27,Female,Snapchat,120,41,4,40,18,22,68,Neutral
501,25,Female,Instagram,120,0,,,20,25,167,Happiness
502,30,Male,Twitter,90,70,4,30,20,22,63,Anger
503,22,Non-binary,Facebook,60,45,2,20,10,15,248,Neutral
504,28,Female,Instagram,200,142,8,110,40,,27,Anxiety
505,33,Male,LinkedIn,45,30,1,10,5,12,126,Boredom
506,,Male,Instagram,150,141,5,65,25,30,75,Happiness
507,27,Female,Twitter,,86,,40,18,20,241,Anger
508,24,Non-binary,,110,40,6,35,16,25,241,Sadness
509,29,Female,LinkedIn,55,20,,15,5,10,31,Neutral
510,31,,Instagram,170,133,7,90,35,40,107,Happiness
511,23,Female,Twitter,75,74,4,45,20,25,247,Anxiety
512,26,Non-binary,Facebook,95,0,3,30,14,18,201,Sadness
513,34,,LinkedIn,65,50,,14,6,15,13,Boredom
514,22,Female,Instagram,180,93,8,100,38,45,139,Happiness
515,,Male,Twitter,100,27,6,50,30,,107,Anger
516,21,Non-binary,,40,116,1,10,4,12,140,Neutral
517,35,Female,Instagram,125,80,5,65,22,28,32,Anxiety
518,27,Male,Twitter,90,28,3,40,16,24,245,Sadness
519,23,Non-binary,LinkedIn,50,15,1,12,6,12,14,Neutral
520,32,Female,Instagram,,137,6,75,28,30,206,Happiness
521,26,Male,Facebook,75,39,2,30,14,20,226,Anxiety
522,24,Female,Twitter,105,66,4,35,20,23,187,Anger
523,29,Male,LinkedIn,60,31,2,17,8,,17,Boredom
524,33,Non-binary,Instagram,190,59,8,105,,50,166,Happiness
525,,Female,Twitter,70,25,3,25,16,15,141,Sadness
526,31,Male,Facebook,80,55,2,20,10,20,116,Neutral
527,27,Non-binary,,55,55,1,12,5,11,130,Anxiety
528,25,Female,Instagram,160,6,6,85,26,30,189,Happiness
529,30,Male,Twitter,90,0,4,43,19,24,136,Anger
530,26,Non-binary,Facebook,45,15,1,8,4,12,245,Sadness
531,34,Female,LinkedIn,65,19,2,17,5,14,117,Boredom
532,28,Male,Instagram,145,100,7,80,30,35,123,Happiness
533,23,Non-binary,Twitter,70,25,3,30,14,18,186,Neutral
534,21,Female,Instagram,,4,6,95,22,28,194,Sadness
535,,Male,Facebook,65,40,2,27,11,22,108,Anxiety
536,24,Non-binary,LinkedIn,55,35,,11,6,,49,Boredom
537,33,Female,Instagram,170,76,7,95,30,38,210,Happiness
538,27,Male,Twitter,85,62,4,45,18,24,173,Anger
539,22,Female,Instagram,115,75,,60,17,30,218,Neutral
540,28,Non-binary,Facebook,100,40,2,22,12,25,69,Anxiety
541,31,Male,LinkedIn,45,30,1,9,4,10,33,Sadness
542,25,Female,Instagram,150,65,6,90,26,30,116,Happiness
543,29,Male,Twitter,95,92,4,50,22,22,190,Anger
544,23,Non-binary,Facebook,105,97,2,25,12,18,219,Neutral
545,35,Female,LinkedIn,60,30,1,,7,14,198,Boredom
546,30,Male,Instagram,175,75,7,100,33,38,137,Happiness
547,21,Female,Twitter,90,25,3,37,14,,218,Sadness
548,26,Non-binary,Facebook,75,55,2,30,12,18,143,Anxiety
549,32,Male,Instagram,130,85,5,80,28,31,42,Neutral
550,28,Female,LinkedIn,55,20,1,12,6,10,36,Boredom
551,27,Male,Instagram,165,37,6,85,30,28,16,Happiness
552,,Female,Twitter,75,32,3,33,18,19,210,Anger
553,29,Non-binary,Facebook,85,8,2,27,9,20,228,Neutral
554,33,Female,,145,110,4,65,23,35,36,Sadness
555,31,,LinkedIn,60,45,1,15,7,17,185,Anxiety
556,22,,Whatsapp,70,45,2,42,10,21,150,Anxiety
557,25,Male,Telegram,90,174,3,22,11,22,126,Boredom
558,29,Non-binary,Snapchat,50,30,2,18,7,18,80,Sadness
559,28,Female,Twitter,95,35,4,48,22,25,51,Happiness
560,27,Male,Facebook,60,40,1,12,5,15,81,Boredom
561,30,Female,,175,91,6,72,30,33,157,Happiness
562,23,Male,Whatsapp,70,148,3,22,10,18,197,Anger
563,34,Non-binary,Telegram,80,40,2,,8,20,60,Neutral
564,26,Female,Snapchat,120,55,4,55,18,30,24,Anxiety
565,25,Male,Twitter,,68,,42,14,26,100,Sadness
566,29,Non-binary,Facebook,60,25,1,12,4,12,61,Boredom
567,28,Male,Instagram,165,140,5,78,23,35,77,Happiness
568,,Female,Whatsapp,65,35,2,27,10,20,113,Neutral
569,27,Male,Telegram,105,15,3,48,20,28,227,Anxiety
570,22,Non-binary,Snapchat,75,60,2,21,8,20,233,Sadness
571,24,Female,Instagram,140,103,4,65,22,30,133,Happiness
572,35,Male,Twitter,70,54,1,13,8,10,183,Boredom
573,21,,Facebook,55,34,3,17,7,12,44,Neutral
574,29,Female,Whatsapp,90,46,2,24,12,22,70,Anger
575,25,Male,Telegram,80,50,4,,13,25,140,Neutral
576,28,Non-binary,Snapchat,115,97,3,38,18,27,109,Anxiety
577,32,Female,Instagram,155,115,6,75,25,38,56,Happiness
578,26,Male,Twitter,75,0,2,23,12,18,142,Sadness
579,33,Non-binary,Facebook,65,35,1,13,7,14,32,Anxiety
580,27,Female,Whatsapp,90,55,4,37,18,20,244,Neutral
581,31,Male,Telegram,,189,2,20,,12,76,Sadness
582,24,Non-binary,Snapchat,85,61,3,33,20,18,210,Happiness
583,34,Female,Instagram,120,70,5,60,25,25,127,Anger
584,22,Male,Twitter,,149,1,22,7,22,220,Neutral
585,29,Non-binary,Facebook,75,30,2,20,8,20,45,Boredom
586,28,Female,Whatsapp,100,70,4,37,14,26,57,Anxiety
587,31,Male,Telegram,85,40,3,45,20,28,141,Sadness
588,21,Non-binary,Snapchat,60,20,1,18,7,12,47,Neutral
589,25,Female,Instagram,170,57,6,83,30,33,201,Happiness
590,,Male,Twitter,70,0,2,30,12,20,74,Anxiety
591,27,Non-binary,Facebook,50,35,1,10,4,10,211,Boredom
592,32,Female,Whatsapp,105,40,4,55,25,25,232,Anger
593,24,Male,Telegram,75,60,3,37,16,22,89,Neutral
594,29,Female,Snapchat,95,69,2,23,10,28,38,Sadness
595,,Male,Instagram,150,69,5,,25,30,148,Anxiety
596,33,Non-binary,Twitter,85,6,4,35,18,18,200,Boredom
597,22,Female,Facebook,70,60,1,14,6,10,92,Neutral
598,35,,Whatsapp,110,86,3,50,25,25,33,Happiness
599,28,Non-binary,Telegram,60,50,2,18,8,18,115,Anger
600,27,Female,,120,72,,40,18,22,107,Neutral
601,25,Female,Instagram,120,0,5,50,20,25,237,Happiness
602,30,Male,Twitter,90,45,4,30,20,22,47,Anger
603,22,Non-binary,Facebook,60,20,2,20,10,15,208,Neutral
604,28,Female,Instagram,200,191,8,110,40,,90,Anxiety
605,33,Male,LinkedIn,45,35,1,10,5,12,143,Boredom
606,21,Male,Instagram,150,65,5,65,25,30,243,Happiness
607,27,Female,Twitter,85,45,3,40,18,20,158,Anger
608,24,Non-binary,Facebook,110,35,6,,16,25,27,Sadness
609,29,,LinkedIn,55,44,2,,5,10,220,Neutral
610,31,Male,Instagram,170,124,7,90,35,40,237,Happiness
611,23,Female,Twitter,75,60,4,45,20,25,239,Anxiety
612,26,Non-binary,Facebook,95,62,3,30,14,18,155,Sadness
613,34,Male,LinkedIn,65,55,1,14,6,15,138,Boredom
614,22,Female,Instagram,180,72,8,100,38,45,25,Happiness
615,28,Male,Twitter,100,75,6,50,30,29,213,Anger
616,21,Non-binary,Facebook,40,20,1,10,4,,161,Neutral
617,35,Female,Instagram,125,65,5,65,22,28,139,Anxiety
618,27,Male,Twitter,90,128,3,40,16,24,179,Sadness
619,23,Non-binary,LinkedIn,50,40,1,,6,12,144,Neutral
620,32,Female,Instagram,140,110,6,75,28,30,232,Happiness
621,26,Male,Facebook,75,35,2,30,14,20,71,Anxiety
622,,Female,Twitter,105,91,4,35,20,23,120,Anger
623,29,,LinkedIn,60,58,2,17,8,15,96,Boredom
624,33,Non-binary,Instagram,190,111,8,105,36,50,116,Happiness
625,22,Female,Twitter,70,30,3,25,16,15,131,Sadness
626,31,Male,Facebook,80,0,2,20,10,20,248,Neutral
627,27,,LinkedIn,55,22,1,12,5,11,237,Anxiety
628,25,Female,Instagram,160,26,6,85,26,30,238,Happiness
629,30,Male,Twitter,90,55,4,,19,24,30,Anger
630,26,Non-binary,Facebook,45,35,,8,4,12,27,Sadness
631,,Female,LinkedIn,65,68,2,17,5,14,45,Boredom
632,,,Instagram,145,100,7,80,30,35,35,Happiness
633,23,Non-binary,Twitter,70,69,3,30,,18,106,Neutral
634,21,Female,,130,119,6,95,22,28,116,Sadness
635,29,Male,Facebook,65,40,2,27,11,22,13,Anxiety
636,24,Non-binary,LinkedIn,55,20,1,11,6,11,62,Boredom
637,33,Female,Instagram,170,146,7,95,30,38,249,Happiness
638,27,Male,,85,70,4,45,18,24,15,Anger
639,22,Female,Instagram,115,89,3,60,17,30,160,Neutral
640,28,Non-binary,Facebook,100,96,2,22,12,25,221,Anxiety
641,31,Male,,,131,1,9,4,10,102,Sadness
642,25,Female,Instagram,150,95,6,90,26,30,71,Happiness
643,29,Male,Twitter,95,49,4,50,22,22,67,Anger
644,23,Non-binary,Facebook,105,15,2,25,12,18,133,Neutral
645,35,Female,LinkedIn,60,50,1,15,7,14,146,Boredom
646,30,Male,Instagram,175,0,7,100,33,,146,Happiness
647,21,Female,Twitter,90,92,3,37,,20,47,Sadness
648,26,Non-binary,Facebook,75,30,2,30,12,18,87,Anxiety
649,32,Male,Instagram,130,0,5,,,31,201,Neutral
650,28,Female,LinkedIn,55,44,1,12,6,10,114,Boredom
651,27,Male,Instagram,165,73,6,85,30,28,154,Happiness
652,24,Female,Twitter,,83,3,33,18,19,171,Anger
653,29,Non-binary,Facebook,,90,2,27,,20,90,Neutral
654,33,Female,Instagram,145,111,4,65,23,35,234,Sadness
655,31,Male,LinkedIn,60,35,1,15,,17,13,Anxiety
656,22,Female,Whatsapp,70,4,2,42,10,21,82,Anxiety
657,25,Male,Telegram,90,70,3,22,,22,70,Boredom
658,,,Snapchat,50,35,,18,7,18,82,Sadness
659,28,Female,Twitter,95,67,4,48,22,25,99,Happiness
660,27,Male,Facebook,60,40,1,12,5,15,220,Boredom
661,30,Female,Instagram,,61,6,72,30,33,163,Happiness
662,23,Male,,70,43,3,22,10,18,77,Anger
663,34,Non-binary,Telegram,80,0,2,21,8,,112,Neutral
664,26,Female,Snapchat,120,80,4,55,18,30,213,Anxiety
665,25,Male,,90,0,6,42,14,26,213,Sadness
666,29,Non-binary,Facebook,60,19,1,12,4,12,229,Boredom
667,28,Male,Instagram,165,0,5,78,23,35,52,Happiness
668,31,Female,Whatsapp,,68,2,,10,20,126,Neutral
669,27,,Telegram,105,0,3,48,20,28,207,Anxiety
670,22,Non-binary,Snapchat,,153,2,21,8,,57,Sadness
671,24,,Instagram,140,53,4,65,22,30,160,Happiness
672,35,Male,Twitter,70,27,1,13,8,10,26,Boredom
673,21,Non-binary,Facebook,55,25,3,,7,12,156,Neutral
674,29,Female,Whatsapp,90,32,,24,12,22,77,Anger
675,25,Male,Telegram,80,35,4,30,13,25,65,Neutral
676,28,Non-binary,Snapchat,,139,3,38,18,27,174,Anxiety
677,32,Female,Instagram,155,47,6,75,25,38,184,Happiness
678,26,Male,Twitter,75,70,2,23,12,18,196,Sadness
679,,Non-binary,Facebook,65,50,1,13,7,14,199,Anxiety
680,27,Female,Whatsapp,90,73,4,37,18,,114,Neutral
681,31,Male,Telegram,50,255,2,20,10,,65,Sadness
682,24,Non-binary,Snapchat,85,0,3,33,20,18,181,Happiness
683,34,,Instagram,120,90,5,60,25,25,166,Anger
684,,Male,Twitter,70,50,1,22,7,22,43,Neutral
685,,Non-binary,Facebook,75,52,2,20,8,20,134,Boredom
686,28,Female,Whatsapp,100,145,4,37,14,26,38,Anxiety
687,31,Male,Telegram,85,65,3,45,20,28,56,Sadness
688,21,Non-binary,Snapchat,60,41,1,18,7,12,193,Neutral
689,25,Female,Instagram,170,85,6,83,30,33,230,Happiness
690,30,Male,Twitter,70,57,2,30,12,20,246,Anxiety
691,,Non-binary,Facebook,50,40,1,10,4,10,47,Boredom
692,32,Female,Whatsapp,105,100,4,55,25,25,241,Anger
693,24,Male,Telegram,75,45,3,37,16,22,127,Neutral
694,29,Female,Snapchat,95,55,,23,10,28,24,Sadness
695,26,Male,Instagram,150,118,5,70,25,30,105,Anxiety
696,33,Non-binary,Twitter,85,65,4,35,18,18,81,Boredom
697,22,Female,Facebook,70,44,1,14,6,10,231,Neutral
698,35,Male,Whatsapp,110,87,3,50,25,25,120,Happiness
699,28,Non-binary,Telegram,60,40,2,18,8,,29,Anger
700,27,Female,Snapchat,120,56,4,40,18,22,178,Neutral
701,25,Female,Instagram,120,80,5,50,,25,167,Happiness
702,30,Male,Twitter,90,37,4,30,20,22,233,Anger
703,22,Non-binary,Facebook,60,45,2,20,10,15,186,Neutral
704,28,Female,Instagram,200,81,8,110,40,45,112,Anxiety
705,33,Male,LinkedIn,45,35,1,10,5,12,82,Boredom
706,21,Male,Instagram,150,74,5,65,,30,64,Happiness
707,27,Female,Twitter,85,40,3,40,,20,176,Anger
708,24,Non-binary,Facebook,110,88,6,35,16,25,227,Sadness
709,,Female,LinkedIn,55,30,2,15,5,10,87,Neutral
710,,Male,Instagram,170,116,,90,35,40,26,Happiness
711,23,Female,Twitter,75,52,4,45,20,25,17,Anxiety
712,26,Non-binary,Facebook,95,0,3,30,14,18,17,Sadness
713,34,Male,LinkedIn,65,9,1,14,6,15,38,Boredom
714,22,Female,Instagram,180,51,8,100,38,45,136,Happiness
715,,Male,,100,35,6,50,,29,61,Anger
716,21,Non-binary,Facebook,40,25,1,10,,12,144,Neutral
717,35,Female,Instagram,125,17,5,65,22,28,77,Anxiety
718,27,Male,Twitter,90,30,3,40,16,24,111,Sadness
719,23,Non-binary,LinkedIn,50,53,1,12,6,12,33,Neutral
720,32,Female,Instagram,140,104,6,75,,30,46,Happiness
721,26,Male,Facebook,75,21,2,30,14,20,97,Anxiety
722,24,,Twitter,105,60,4,35,20,23,120,Anger
723,29,Male,LinkedIn,60,47,2,17,8,15,30,Boredom
724,33,Non-binary,Instagram,190,26,8,105,36,50,206,Happiness
725,22,Female,Twitter,70,55,3,25,16,15,130,Sadness
726,31,Male,Facebook,80,0,2,20,10,20,201,Neutral
727,27,,LinkedIn,55,35,1,12,5,11,78,Anxiety
728,25,Female,Instagram,160,44,6,85,26,30,235,Happiness
729,30,Male,Twitter,90,40,4,43,19,24,130,Anger
730,26,Non-binary,Facebook,45,30,1,8,4,12,189,Sadness
731,34,Female,LinkedIn,65,20,2,17,5,14,117,Boredom
732,28,Male,Instagram,145,68,7,80,30,35,99,Happiness
733,23,Non-binary,Twitter,70,20,3,30,14,18,164,Neutral
734,21,Female,Instagram,130,100,,95,22,28,221,Sadness
735,29,Male,Facebook,65,30,2,27,11,22,197,Anxiety
736,,Non-binary,LinkedIn,55,20,1,11,6,11,70,Boredom
737,33,Female,Instagram,170,169,,,30,38,81,Happiness
738,27,Male,Twitter,85,50,4,45,18,24,49,Anger
739,22,Female,Instagram,115,52,3,60,,30,128,Neutral
740,28,Non-binary,Facebook,100,70,2,22,12,25,213,Anxiety
741,31,Male,LinkedIn,45,20,1,9,4,,22,Sadness
742,25,Female,Instagram,150,42,6,90,26,30,126,Happiness
743,29,Male,Twitter,95,60,4,50,22,22,63,Anger
744,23,Non-binary,Facebook,105,92,2,,12,18,200,Neutral
745,35,Female,LinkedIn,60,20,,15,7,,149,Boredom
746,30,Male,Instagram,175,51,7,100,33,38,87,Happiness
747,21,Female,Twitter,90,163,3,37,14,20,68,Sadness
748,26,Non-binary,Facebook,75,25,2,30,12,18,155,Anxiety
749,32,Male,Instagram,,71,5,80,28,31,86,Neutral
750,28,Female,LinkedIn,55,35,1,12,,10,91,Boredom
751,27,Male,Instagram,165,27,6,85,30,28,18,Happiness
752,24,,Twitter,75,45,3,33,18,19,129,Anger
753,29,Non-binary,Facebook,85,38,2,27,9,20,77,Neutral
754,33,Female,,145,81,4,,23,35,228,Sadness
755,31,Male,LinkedIn,60,195,1,15,7,17,101,Anxiety
756,22,Female,,70,45,2,42,10,,184,Anxiety
757,25,Male,,90,65,3,,11,22,174,Boredom
758,29,Non-binary,Snapchat,50,40,2,18,7,18,108,Sadness
759,28,Female,Twitter,95,80,4,48,22,25,239,Happiness
760,27,Male,Facebook,60,16,1,12,5,15,107,Boredom
761,30,Female,,175,123,6,72,30,33,17,Happiness
762,23,Male,Whatsapp,70,30,3,22,10,18,50,Anger
763,34,Non-binary,Telegram,80,208,2,21,8,20,244,Neutral
764,26,Female,Snapchat,120,3,4,55,18,30,122,Anxiety
765,25,Male,Twitter,90,76,6,42,14,26,48,Sadness
766,29,Non-binary,,60,35,1,,4,12,238,Boredom
767,28,Male,Instagram,165,58,5,,23,35,140,Happiness
768,31,Female,Whatsapp,65,30,2,27,10,20,194,Neutral
769,27,Male,Telegram,,129,3,48,20,28,242,Anxiety
770,22,Non-binary,Snapchat,75,55,2,21,8,20,111,Sadness
771,24,Female,Instagram,140,100,4,65,22,30,22,Happiness
772,35,Male,Twitter,70,30,,13,,10,117,Boredom
773,21,Non-binary,Facebook,55,30,3,17,,12,184,Neutral
774,29,Female,,90,30,2,24,12,22,205,Anger
775,25,Male,Telegram,80,51,4,30,,,123,Neutral
776,28,Non-binary,Snapchat,115,92,3,,18,27,132,Anxiety
777,32,Female,Instagram,155,50,6,75,25,38,113,Happiness
778,26,Male,,75,60,2,23,12,18,178,Sadness
779,33,Non-binary,Facebook,65,50,1,13,7,14,210,Anxiety
780,27,Female,Whatsapp,90,85,4,37,18,20,209,Neutral
781,31,Male,Telegram,50,35,2,20,10,12,126,Sadness
782,24,Non-binary,Snapchat,85,45,,33,20,18,50,Happiness
783,34,Female,Instagram,120,117,5,60,25,25,94,Anger
784,22,Male,Twitter,70,30,1,22,7,22,219,Neutral
785,29,Non-binary,Facebook,75,0,2,20,8,20,43,Boredom
786,28,Female,Whatsapp,,58,4,,14,26,130,Anxiety
787,31,Male,Telegram,85,35,3,45,20,28,114,Sadness
788,21,Non-binary,Snapchat,60,42,1,18,7,12,45,Neutral
789,25,Female,Instagram,170,128,6,83,30,,123,Happiness
790,30,Male,Twitter,70,43,2,30,12,20,33,Anxiety
791,,Non-binary,Facebook,50,0,1,10,4,,224,Boredom
792,32,Female,Whatsapp,105,45,4,55,25,25,25,Anger
793,24,Male,Telegram,75,78,3,37,16,,81,Neutral
794,,Female,Snapchat,95,91,2,23,,28,212,Sadness
795,26,Male,Instagram,150,0,5,70,25,,219,Anxiety
796,33,Non-binary,Twitter,85,71,4,35,18,18,146,Boredom
797,22,Female,,70,40,,14,6,10,111,Neutral
798,35,Male,Whatsapp,110,95,3,50,25,25,118,Happiness
799,,Non-binary,Telegram,60,40,2,18,8,18,17,Anger
800,27,Female,Snapchat,120,56,,40,18,22,140,Neutral
801,25,Female,Instagram,120,78,5,50,20,25,205,Happiness
802,30,Male,Twitter,90,60,4,30,20,22,113,Anger
803,22,Non-binary,Facebook,60,25,2,20,10,15,239,Neutral
804,28,Female,Instagram,200,169,8,110,40,45,87,Anxiety
805,33,Male,LinkedIn,45,0,1,10,5,12,37,Boredom
806,21,Male,Instagram,150,81,5,65,25,30,150,Happiness
807,27,Female,,85,70,3,40,18,20,241,Anger
808,24,Non-binary,Facebook,110,80,6,35,,25,125,Sadness
809,29,Female,LinkedIn,55,35,2,15,5,10,152,Neutral
810,,Male,Instagram,170,71,7,90,,40,146,Happiness
811,23,Female,Twitter,75,50,4,45,20,25,215,Anxiety
812,,Non-binary,Facebook,95,0,3,30,14,18,18,Sadness
813,34,Male,LinkedIn,,15,1,14,6,,10,Boredom
814,22,Female,Instagram,180,119,8,100,38,45,146,Happiness
815,28,Male,Twitter,100,57,6,50,30,29,82,Anger
816,21,,Facebook,40,20,1,10,4,12,193,Neutral
817,35,Female,Instagram,125,74,5,65,22,28,170,Anxiety
818,27,,Twitter,90,40,3,,16,24,190,Sadness
819,23,Non-binary,LinkedIn,50,45,1,12,6,12,107,Neutral
820,32,Female,Instagram,140,34,6,75,28,,112,Happiness
821,26,Male,Facebook,75,35,2,30,14,20,13,Anxiety
822,24,Female,Twitter,105,75,4,35,20,23,82,Anger
823,29,,LinkedIn,60,20,2,17,8,15,49,Boredom
824,33,Non-binary,Instagram,190,136,8,105,36,50,213,Happiness
825,22,Female,Twitter,70,25,3,25,16,15,169,Sadness
826,31,Male,Facebook,80,153,2,20,10,20,129,Neutral
827,27,Non-binary,LinkedIn,55,20,1,12,5,11,199,Anxiety
828,25,Female,Instagram,160,50,6,85,26,30,180,Happiness
829,30,Male,Twitter,90,30,4,43,19,,41,Anger
830,26,Non-binary,Facebook,45,35,,8,4,12,142,Sadness
831,34,Female,,65,19,2,17,5,,145,Boredom
832,28,Male,Instagram,145,0,7,80,30,35,171,Happiness
833,,Non-binary,Twitter,70,50,3,30,,18,80,Neutral
834,21,Female,Instagram,130,75,6,95,22,,174,Sadness
835,29,Male,Facebook,65,25,2,27,11,22,227,Anxiety
836,24,Non-binary,LinkedIn,55,30,1,11,6,11,228,Boredom
837,,Female,Instagram,170,101,7,95,30,38,235,Happiness
838,27,Male,Twitter,85,50,4,45,18,24,93,Anger
839,22,Female,Instagram,115,36,3,60,17,30,215,Neutral
840,,Non-binary,Facebook,100,105,2,22,12,,180,Anxiety
841,31,Male,LinkedIn,45,20,,9,,10,110,Sadness
842,,Female,Instagram,150,112,6,90,26,,105,Happiness
843,,Male,Twitter,95,83,4,50,,22,202,Anger
844,23,,Facebook,105,55,2,25,12,18,91,Neutral
845,35,,LinkedIn,60,30,1,,7,14,241,Boredom
846,30,Male,Instagram,,35,7,100,33,38,245,Happiness
847,21,Female,,90,55,3,37,14,20,145,Sadness
848,26,Non-binary,Facebook,75,50,2,30,12,18,162,Anxiety
849,32,Male,Instagram,130,109,5,80,28,31,161,Neutral
850,28,Female,LinkedIn,55,20,1,12,6,10,71,Boredom
851,27,Male,Instagram,165,103,6,85,30,28,224,Happiness
852,24,Female,Twitter,75,51,3,33,18,19,76,Anger
853,29,Non-binary,,85,45,2,27,9,20,128,Neutral
854,33,Female,Instagram,145,93,4,65,23,35,85,Sadness
855,31,Male,LinkedIn,60,40,1,15,7,17,20,Anxiety
856,22,Female,Whatsapp,70,63,2,42,10,21,13,Anxiety
857,25,Male,Telegram,90,50,3,22,11,22,116,Boredom
858,29,Non-binary,Snapchat,50,43,2,18,7,18,195,Sadness
859,28,,Twitter,,147,4,48,22,25,20,Happiness
860,27,Male,Facebook,60,35,1,12,5,15,193,Boredom
861,30,Female,Instagram,175,61,6,72,30,33,32,Happiness
862,23,Male,Whatsapp,70,22,3,22,10,18,94,Anger
863,34,Non-binary,Telegram,80,60,2,,8,20,15,Neutral
864,26,Female,Snapchat,120,96,4,55,18,30,125,Anxiety
865,25,Male,Twitter,90,57,6,42,14,26,181,Sadness
866,29,Non-binary,Facebook,60,65,1,12,4,12,94,Boredom
867,28,Male,Instagram,165,154,5,,23,35,16,Happiness
868,31,Female,Whatsapp,65,45,2,27,10,20,73,Neutral
869,27,,Telegram,105,33,3,48,20,28,116,Anxiety
870,22,Non-binary,Snapchat,75,30,2,21,8,20,228,Sadness
871,24,Female,Instagram,140,45,4,65,22,30,177,Happiness
872,35,Male,,70,45,1,13,8,10,219,Boredom
873,21,Non-binary,Facebook,55,15,3,17,7,,237,Neutral
874,29,Female,Whatsapp,90,54,,24,12,22,246,Anger
875,,Male,,80,13,4,30,13,25,206,Neutral
876,28,Non-binary,Snapchat,115,70,3,38,18,27,141,Anxiety
877,32,Female,Instagram,155,68,6,75,25,38,63,Happiness
878,26,Male,Twitter,75,45,2,23,12,18,92,Sadness
879,33,Non-binary,Facebook,65,55,1,,,,181,Anxiety
880,27,Female,Whatsapp,90,60,4,37,18,20,57,Neutral
881,31,Male,Telegram,50,49,2,20,10,12,210,Sadness
